"maTin","loai","tinhThanhPho","diaChi","giaCa","dienTich","ngayDangTin","ngayHetHan","duongpho","matTienM","duongVaoM","soTang","soPhongTam","noiThat","tienIchKemTheo","phapLy","soPhongNgu","dacDiemXaHoi","huongNha","huongBanCong","duAn"
"502786","Nhà riêng","Thượng Đình, Thanh Xuân, Hà Nội","Th��ợng Đình, Thượng Đình, Thanh Xuân, Hà Nội","3,75 Tỷ","54 m²","17/08/2020","01/10/2020","Thượng Đình",,,,,,,"Sổ đỏ",,,,,
"502785","Nhà riêng","Ô Chợ Dừa, Đống Đa, Hà Nội","Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội","6,3 Tỷ","50 m²","17/08/2020","01/10/2020","Hoàng Cầu",,"4","5","4",,,"Sổ đỏ","4",,,,
"502783","Nhà mặt phố","Đống Đa, Hà Nội","Đống Đa, Hà Nội","29 Tỷ","80 m²","17/08/2020","01/10/2020",,,,,,,,"Sổ đỏ",,,,,
"502782","Nhà riêng","Đống Đa, Hà Nội","Đống Đa, Hà Nội","21 Tỷ","150 m²","17/08/2020","01/10/2020",,,,,,,,"Sổ đỏ",,,,,
"502781","Đất nền","Tiên Dương, Đông Anh, Hà Nội","Cổ Dương, Đông Anh, Hà Nội","21 Triệu/m²","101 m²","17/08/2020","01/10/2020",,,,"1","1",,,,"1",,,,
"502779","Nhà biệt thự","Kiến Hưng, Hà Đông, Hà Nội","Khu đô thị Thanh Hà","26,5 Triệu/m²","200 m²","17/08/2020","01/10/2020","Kiến Hưng","10","14",,,,,,,,"Bắc",,"Khu đô thị Thanh Hà Cienco 5"
"502778","Đất nền","Tiên Dương, Đông Anh, Hà Nội","Cổ Dương, Đông Anh, Hà Nội","21 Triệu/m²","99 m²","17/08/2020","01/10/2020",,,,"1","1",,,,"1",,,,
"502777","Nhà riêng","Bưởi, Tây Hồ, Hà Nội","Thụy Khuê, Bưởi, Tây Hồ, Hà Nội","56 Tỷ","50 m²","17/08/2020","01/10/2020","Thụy Khuê",,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"502776","Nhà riêng","Cầu Giấy, Hà Nội","Cầu Giấy, Hà Nội","3,08 Tỷ","110 m²","17/08/2020","01/10/2020",,,,,,,,"Sổ đỏ",,,,,
"502775","Nhà riêng","Kim Mã, Ba Đình, Hà Nội","Núi Trúc, Kim Mã, Ba Đình, Hà Nội","2,9 Tỷ","23 m²","17/08/2020","01/10/2020","Núi Trúc",,,,,,,,,,,,
"502769","Căn hộ Cao cấp","Sài Đồng, Long Biên, Hà Nội","Huỳnh Văn Nghệ, Sài Đồng, Long Biên, Hà Nội","2 Tỷ","53 m²","17/08/2020","01/10/2020","Huỳnh Văn Nghệ",,,,,,,,,,,,
"502768","Văn phòng","Trung Hòa, Cầu Giấy, Hà Nội","Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội","30 Tỷ","95 m²","17/08/2020","01/10/2020","Trần Duy Hưng","8",,"10",,,,"Sổ đỏ",,,,,
"502767","Đất nền khu dân cư","Trâu Quỳ, Gia Lâm, Hà Nội","Trâu Quỳ, Gia Lâm, Hà Nội","2,31 Tỷ","57 m²","17/08/2020","01/10/2020",,"4","3.3",,,,,"Sổ đỏ",,,"Tây-Bắc",,
"502766","Nhà riêng","Ô Chợ Dừa, Đống Đa, Hà Nội","Tôn Đức Thắng, Ô Chợ Dừa, Đống Đa, Hà Nội","7,3 Tỷ","68 m²","17/08/2020","01/10/2020","Tôn Đức Thắng","6","4","5","4",,,"Sổ đỏ","4",,,,
"502764","Nhà riêng","Văn Chương, Đống Đa, Hà Nội","Văn Chương, Đống Đa, Hà Nội","4,5 Tỷ","45 m²","17/08/2020","31/08/2020",,,,"4","3",,,"Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Tây-Bắc",,
"502763","Nhà riêng","Giáp Bát, Hoàng Mai, Hà Nội","Giáp Nhị, Giáp Bát, Hoàng Mai, Hà Nội","2,95 Tỷ","36 m²","17/08/2020","01/10/2020","Giáp Nhị",,,,,,,"Sổ đỏ",,,,,
"502762","Nhà mặt phố","Mai Động, Hoàng Mai, Hà Nội","Đại Kim Hoàng Mai Hà Nội","6,5 Tỷ","55 m²","17/08/2020","01/10/2020","Minh Khai",,,"10","1",,,,"1",,,,
"502761","Nhà riêng","Hai Bà Trưng, Hà Nội","Hai Bà Trưng, Hà Nội","1,41 Tỷ","16 m²","17/08/2020","01/10/2020",,,,,,,,,,,,,
"502754","Nhà riêng","Vạn Phúc, Hà Đông, Hà Nội","Cầu Am, Vạn Phúc, Hà Đông, Hà Nội","2,25 Tỷ","33 m²","17/08/2020","01/10/2020","Cầu Am","3.5",,"5","4",,,,"3",,"Tây-Nam",,
"502753","Nhà mặt phố","Hai Bà Trưng, Hà Nội","Bà Triệu, Lê Đại Hành, Hai Bà Trưng","7,8 Tỷ","34 m²","17/08/2020","01/10/2020","Bà Triệu",,,"5","2",,,,"4",,,,
"502750","Nhà riêng","Trung Liệt, Đống Đa, Hà Nội","Đặng Tiến Đông, Trung Liệt, Đống Đa, Hà Nội","3,3 Tỷ","39 m²","17/08/2020","01/10/2020","Đặng Tiến Đông","4",,"5","4","Bàn ăn,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"502749","Nhà riêng","Ngọc Thụy, Long Biên, Hà Nội","Ngọc Thụy, Long Biên, Hà Nội","21 Tỷ","50 m²","17/08/2020","01/10/2020",,,,,,,,,,,,,
"502748","Nhà riêng","Định Công, Hoàng Mai, Hà Nội","Định Công Thượng, Định Công, Hoàng Mai, Hà Nội","3 Tỷ","55 m²","17/08/2020","01/10/2020","Định Công Thượng",,,,,,,"Sổ đỏ",,,,,
"502746","Nhà mặt phố","Láng Thượng, Đống Đa, Hà Nội","Chùa Láng, Láng Thượng, Đống Đa, Hà Nội","20 Tỷ","100 m²","17/08/2020","01/10/2020","Chùa Láng","5.5","30","5",,,,"Sổ đỏ","4",,,,
"502742","Nhà mặt phố","Đống Đa, Hà Nội","Đống Đa, Hà Nội","21 Tỷ","80 m²","17/08/2020","01/10/2020",,,,,,,,"Sổ đỏ",,,,,
"502741","Nhà riêng","Yên Nghĩa, Hà Đông, Hà Nội","Yên Nghĩa, Hà Đông, Hà Nội","1,3 Tỷ","40 m²","17/08/2020","01/10/2020",,,,"4","3",,,,"4",,,,
"502739","Nhà mặt phố","Đống Đa, Hà Nội","Đống Đa, Hà Nội","36 Tỷ","100 m²","17/08/2020","01/10/2020",,,,,,,,"Sổ đỏ",,,,,
"502737","Nhà mặt phố","Thanh Xuân, Hà Nội","Chính Kinh, Thanh Xuân, Hà Nội","8,3 Tỷ","50 m²","17/08/2020","01/10/2020","Chính Kinh",,,,,,,,,,,,
"502733","Nhà mặt phố","Thanh Lương, Hai Bà Trưng, Hà Nội","Lãng Yên, Thanh Lương, Hai Bà Trưng","6,2 Tỷ","40 m²","17/08/2020","01/10/2020","Lãng Yên",,,"4","2",,,,"4",,,,
"502730","Căn hộ Cao cấp","Sài Đồng, Long Biên, Hà Nội","Huỳnh Văn Nghệ, Sài Đồng, Long Biên, Hà Nội","1,5 Tỷ","53 m²","17/08/2020","01/10/2020","Huỳnh Văn Nghệ",,,,"2","Bàn ăn,Sofa phòng khách,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","2","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,"khu đô thị Sài Đồng"
"502726","Căn hộ Cao cấp","Nam Từ Liêm, Hà Nội","Nam Từ Liêm, Hà Nội","2,3 Tỷ","62 m²","17/08/2020","01/10/2020",,,,,,,,,,,,,
"502725","Nhà riêng","Khương Trung, Thanh Xuân, Hà Nội","Khương Trung, Khương Trung, Thanh Xuân, Hà Nội","2,95 Tỷ","45 m²","17/08/2020","01/10/2020","Khương Trung",,,,,,,"Sổ đỏ",,,,,
"502724","Nhà mặt phố","Hai Bà Trưng, Hà Nội","Hai Bà Trưng, Hà Nội","11,4 Tỷ","50 m²","17/08/2020","01/10/2020",,,,,,,,,,,,,
"502723","Nhà riêng","Hoàng Mai, Hà Nội","Hoàng Mai, Hà Nội","3,8 Tỷ","38 m²","17/08/2020","01/10/2020",,"3.9","2.5","4","3",,,,"2",,,,
"502717","Nhà riêng","Hai Bà Trưng, Hà Nội","Lò Đúc, Hai Bà Trưng, Hà Nội","3,7 Tỷ","42 m²","17/08/2020","01/10/2020","Lò Đúc",,,"4","4",,,,"3",,,,
"502716","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Quan Nhân Thanh Xuân Hà Nội","4,15 Tỷ","42 m²","17/08/2020","01/10/2020","Quan Nhân",,,"5","3",,,,"4",,,,
"502704","Nhà riêng","Hà Đông, Hà Nội","Hà Đông, Hà Nội","1,84 Tỷ","34 m²","17/08/2020","01/10/2020",,,,,,,,,,,,,
"502701","Nhà riêng","Minh Khai, Hai Bà Trưng, Hà Nội","Vĩnh Tuy, Hai Bà Trưng, Hà Nội","3,8 Tỷ","45 m²","17/08/2020","01/10/2020","Vĩnh Tuy",,,"4","5",,,,"4",,,,
"502700","Đất nền","Tiên Dương, Đông Anh, Hà Nội","Cổ Dương, Đông Anh, Hà Nội","21 Triệu/m²","100 m²","17/08/2020","01/10/2020",,,,"1","1",,,,"1",,,,
"502691","Nhà riêng","Yên Nghĩa, Hà Đông, Hà Nội","Quốc lộ 6, Yên Nghĩa, Hà Đông, Hà Nội","1,7 Tỷ","37 m²","17/08/2020","01/10/2020","Quốc lộ 6","4",,"4","3",,,,"3",,,,
"502687","Nhà phố Shophouse","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Tân Mai, Hoàng Mai, Hà Nội","80 Triệu/m²","110 m²","17/08/2020","01/10/2020","Tân Mai","12","30","5","4",,"Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Giấy phép xây dựng",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"502686","Nhà riêng","Phú Đô, Nam Từ Liêm, Hà Nội","Lê Quang Đạo, Phú Đô, Nam Từ Liêm, Hà Nội","2,55 Tỷ","30 m²","17/08/2020","01/10/2020","Lê Quang Đạo",,,"4","3",,,,"2",,,,
"502683","Nhà riêng","Trung Phụng, Đống Đa, Hà Nội","Trung Phụng, Đống Đa, Hà Nội","3 Tỷ","36 m²","17/08/2020","01/10/2020",,,,"4",,,,"Sổ đỏ","3",,,,
"502682","Nhà mặt phố","Thượng Đình, Thanh Xuân, Hà Nội","Nguyễn Trãi","4,3 Tỷ","150 m²","17/08/2020","01/10/2020","Nguyễn Trãi",,,"8","1",,,,"6",,,,
"502681","Nhà riêng","Trung Phụng, Đống Đa, Hà Nội","Xã Đàn, Trung Phụng, Đống Đa, Hà Nội","1,8 Tỷ","20 m²","17/08/2020","01/10/2020","Xã Đàn",,,,,,,,,,,,
"502680","Nhà riêng","Yên Nghĩa, Hà Đông, Hà Nội","Yên Lộ, Yên Nghĩa, Hà Đông, Hà Nội","1,82 Tỷ","33 m²","17/08/2020","01/10/2020","Yên Lộ","3.5",,"4","3",,,,"4",,,,
"502675","Nhà riêng","Ngọc Thụy, Long Biên, Hà Nội","8 ngõ 63, Ngọc Thụy, Ngọc Thụy, Long Biên, Hà Nội","3,5 Tỷ","150 m²","17/08/2020","17/09/2020","Ngọc Thụy","5","3","5","3","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ","3","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Gần chợ","Tây-Nam","Tây-Nam",
"502673","Nhà mặt phố","Minh Khai, Hai Bà Trưng, Hà Nội","Minh Khai","160 Triệu","46 m²","17/08/2020","01/10/2020","Minh Khai",,,"4","4",,,,"4",,,,
"502672","Nhà riêng","Hai Bà Trưng, Hà Nội","Hai Bà Trưng, Hà Nội","4,5 Tỷ","40 m²","17/08/2020","01/10/2020",,,,,,,,,,,,,
"502666","Nhà riêng","Yên Hòa, Cầu Giấy, Hà Nội","TRUNG KÍNH, YÊN HÒA , CẦU GIẤY","5,6 Tỷ","69 m²","17/08/2020","01/10/2020","Trung Kính",,,"7","1",,,,"1",,,,
"502663","Nhà riêng","Mỗ Lao, Hà Đông, Hà Nội","Mỗ Lao, Mỗ Lao, Hà Đông, Hà Nội","9,5 Tỷ","114 m²","17/08/2020","01/10/2020","Mỗ Lao","5.5",,"7","6",,,,"6",,,,
"502662","Nhà riêng","Hai Bà Trưng, Hà Nội","Hai Bà Trưng, Hà Nội","4,5 Tỷ","46 m²","17/08/2020","01/10/2020",,,,,,,,,,,,,
"502661","Nhà riêng","Định Công, Hoàng Mai, Hà Nội","Định Công, Định Công, Hoàng Mai, Hà Nội","1,35 Tỷ","50 m²","17/08/2020","01/10/2020","Định Công",,,,,,,,,,,,
"502659","Nhà riêng","Yên Hòa, Cầu Giấy, Hà Nội","Cầu Giấy","4,4 Tỷ","45 m²","17/08/2020","01/10/2020","Yên Hòa",,,"5","4",,,,"6",,,,
"502658","Nhà riêng","Dịch Vọng, Cầu Giấy, Hà Nội","Dịch Vọng","17,5 Tỷ","145 m²","17/08/2020","01/10/2020",,,,"9","1",,,,"1",,,,
"502646","Nhà riêng","Kim Giang, Thanh Xuân, Hà Nội","Kim Giang, Kim Giang, Thanh Xuân, Hà Nội","3,9 Tỷ","59 m²","17/08/2020","01/10/2020","Kim Giang",,,,,,,"Sổ đỏ",,,,,
"502643","Nhà riêng","Dịch Vọng Hậu, Cầu Giấy, Hà Nội","Dịch Vọng Hậu","9,6 Tỷ","118 m²","17/08/2020","01/10/2020",,,,"7","1",,,,"1",,,,
"502642","Đất nền khu dân cư","Long Biên, Hà Nội","Long Biên, Hà Nội","3,1 Tỷ","115 m²","17/08/2020","01/10/2020",,,,,,,,,,,,,
"502638","Nhà mặt phố","Phú La, Hà Đông, Hà Nội","Quang Trung, Phú La, Hà Đông, Hà Nội","13,89 Tỷ","107 m²","17/08/2020","01/10/2020","Quang Trung",,"50","4","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","6","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"502637","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Hạ, Khương Đình, Thanh Xuân, Hà Nội","4 Tỷ","60 m²","17/08/2020","01/10/2020","Khương Hạ",,,,,,,"Sổ đỏ",,,,,
"502635","Nhà riêng","Mỹ Đình 1, Nam Từ Liêm, Hà Nội","Đình Thôn","2,9 Tỷ","42 m²","17/08/2020","01/10/2020","Đình Thôn",,,"5","4",,,,"4",,,,
"502633","Nhà riêng","Láng Thượng, Đống Đa, Hà Nội","Chùa Láng, Láng Thượng, Đống Đa, Hà Nội","9,7 Tỷ","60 m²","17/08/2020","16/10/2020","Chùa Láng",,,,,,,,,,,,
"502632","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội","4,1 Tỷ","65 m²","17/08/2020","01/10/2020","Vũ Tông Phan",,,,,,,"Sổ đỏ",,,,,
"502631","Nhà riêng","Nghĩa Đô, Cầu Giấy, Hà Nội","Ngõ 120 Hoàng Quốc Việt","3,8 Tỷ","35 m²","17/08/2020","01/10/2020","Hoàng Quốc Việt",,,"5","4",,,,"3",,,,
"502630","Nhà riêng","Đại Kim, Hoàng Mai, Hà Nội","Kim Giang, Đại Kim, Hoàng Mai, Hà Nội","3,8 Tỷ","60 m²","17/08/2020","01/10/2020","Kim Giang",,,,,,,"Sổ đỏ",,,,,
"502629","Nhà riêng","Mỗ Lao, Hà Đông, Hà Nội","Trần Phú, Mỗ Lao, Hà Đông, Hà Nội","4,9 Tỷ","60 m²","17/08/2020","01/10/2020","Trần Phú","4","5","5","4",,,,"6",,,,
"502626","Nhà riêng","Nhân Chính, Thanh Xuân, Hà Nội","Quan Nhân, Nhân Chính, Thanh Xuân, Hà Nội","3,65 Tỷ","48 m²","17/08/2020","01/10/2020","Quan Nhân",,,,,,,"Sổ đỏ",,,,,
"502625","Nhà riêng","Thượng Thanh, Long Biên, Hà Nội","Đức Giang, Thượng Thanh, Long Biên, Hà Nội","3,9 Tỷ","51 m²","17/08/2020","01/10/2020","Đức Giang",,,"5",,,,"Sổ đỏ",,,,,
"502623","Nhà riêng","Cát Linh, Đống Đa, Hà Nội","Phạm Ngọc Thạch - Đống Đa","7 Tỷ","70 m²","17/08/2020","01/10/2020","Phạm Ngọc Thạch",,,"4","1",,,,"1",,,,
"502622","Nhà mặt phố","Tân Mai, Hoàng Mai, Hà Nội","Trương Định - Tân Mai - Hoàng Mai","3 Tỷ","45 m²","17/08/2020","01/10/2020","Trương Định",,,"5","4",,,,"3",,,,
"502620","Đất nền khu dân cư","Tân Mai, Hoàng Mai, Hà Nội","Tân Mai, Tân Mai, Hoàng Mai, Hà Nội","6,5 Tỷ","100 m²","17/08/2020","16/10/2020","Tân Mai","4,5","4,5","1","1",,"Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","1","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Đông-Nam","Đông-Nam",
"502619","Nhà riêng","Thịnh Liệt, Hoàng Mai, Hà Nội","Thịnh Liệt, Thịnh Liệt, Hoàng Mai, Hà Nội","5 Tỷ","100 m²","17/08/2020","16/10/2020","Thịnh Liệt","5","4,5","5","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","5","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Đông-Nam","Đông-Nam",
"502618","Nhà mặt phố","Cầu Giấy, Hà Nội","Nguyễn Khang, Cầu Giấy, Hà Nội","9,8 Tỷ","73 m²","17/08/2020","01/10/2020","Nguyễn Khang",,,,,,,,,,,,
"502616","Nhà riêng","La Khê, Hà Đông, Hà Nội","Ngô Quyền, La Khê, Hà Đông, Hà Nội","3,85 Tỷ","48 m²","17/08/2020","01/10/2020","Ngô Quyền",,"4","4","3",,,,"4",,"Bắc","Bắc",
"502614","Nhà riêng","Long Biên, Long Biên, Hà Nội","Cổ Linh, Long Biên, Long Biên, Hà Nội","3,8 Tỷ","40 m²","17/08/2020","01/10/2020","Cổ Linh",,,,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ",,"Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"502613","Nhà riêng","Thịnh Quang, Đống Đa, Hà Nội","Thái Thịnh, Thịnh Quang, Đống Đa, Hà Nội","2,99 Tỷ","46 m²","17/08/2020","01/10/2020","Thái Thịnh",,,,,,,,,,,,
"502611","Nhà riêng","Thượng Đình, Thanh Xuân, Hà Nội","Cự Lộc, Thượng Đình, Thanh Xuân, Hà Nội","3,25 Tỷ","38 m²","17/08/2020","01/10/2020","Cự Lộc","4",,"4","4","Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ","Tây-Nam",,
"502610","Đất trang trại","Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội","Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội","4 Tỷ","5700 m²","17/08/2020","16/10/2020",,,,,,,,"Sổ đỏ",,,,,
"502607","Nhà riêng","Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội","Hồ Chí Minh, Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội","3,5 Tỷ","423 m²","17/08/2020","01/10/2020","Hồ Chí Minh","20m","5m",,,,,"Sổ đỏ",,"Gần trường,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"502699","Căn hộ Cao cấp","Sài Đồng, Long Biên, Hà Nội","Huỳnh Văn Nghệ, Sài Đồng, Long Biên, Hà Nội","1,5 Tỷ","53 m²","17/08/2020","01/10/2020","Huỳnh Văn Nghệ",,,,"2","Bàn ăn,Bàn trà,Giường ngủ,Tủ quần áo,Trần thả,Tủ bếp,Bình nóng lạnh,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Sổ đỏ","2","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",,,
"502639","Nhà riêng","Cầu Diễn, Nam Từ Liêm, Hà Nội","Cầu Diễn, Nam Từ Liêm, Hà Nội","3,9 Tỷ","39 m²","17/08/2020","01/10/2020",,,,,,,,,,,,,
"502605","Nhà riêng","Đống Đa, Hà Nội","Đường Thái Thịnh, Thịnh Quang, Đống Đa","30 Tỷ","130 m²","16/08/2020","30/09/2020","Thái Thịnh",,,"6","1",,,,"1",,,,
"502603","Nhà riêng","Ô Chợ Dừa, Đống Đa, Hà Nội","Hào Nam, Ô Chợ Dừa, Đống Đa, Hà Nội","2 Tỷ","40 m²","16/08/2020","30/09/2020","Hào Nam",,,,,,,,,,,,
"502599","Nhà riêng","Tây Hồ, Hà Nội","Tây Hồ, Hà Nội","3,2 Tỷ","32 m²","16/08/2020","30/09/2020",,,,,,,,,,,,,
"502598","Nhà riêng","Lĩnh Nam, Hoàng Mai, Hà Nội","Nam Dư, Lĩnh Nam, Hoàng Mai, Hà Nội","2,5 Tỷ","38 m²","16/08/2020","30/09/2020","Nam Dư",,,,,,,,,,,,
"502597","Nhà riêng","Nghĩa Tân, Cầu Giấy, Hà Nội","Nghĩa Tân, Nghĩa Tân, Cầu Giấy, Hà Nội","4,4 Tỷ","30 m²","16/08/2020","30/09/2020","Nghĩa Tân","5","4","6","4","Bàn ăn,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Truyền hình cáp,Internet","Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Khu dân trí cao,Gần chợ",,,
"502594","Nhà riêng","Ngọc Thụy, Long Biên, Hà Nội","Ngọc Thụy","5 Tỷ","67 m²","16/08/2020","30/09/2020","Ngọc Thụy",,,"4","4",,,,"3",,,,
"502589","Nhà mặt phố","Thượng Đình, Thanh Xuân, Hà Nội","Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội","11,8 Tỷ","46 m²","16/08/2020","30/09/2020","Nguyễn Trãi",,"60","4","3",,,"Sổ đỏ","4","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Tây-Bắc","Tây-Bắc",
"502587","Nhà riêng","Tương Mai, Hoàng Mai, Hà Nội","Nguyễn Đức Cảnh, Tương Mai, Hoàng Mai, Hà Nội","2,7 Tỷ","38 m²","16/08/2020","30/09/2020","Nguyễn Đức Cảnh",,,,,,,,,,,,
"502585","Nhà mặt phố","Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Mỹ Đình Nam Từ Liêm Hà Nội","6 Tỷ","73 m²","16/08/2020","30/09/2020","Lê Đức Thọ",,,"4","4",,,,"4",,,,
"502584","Nhà riêng","Mai Động, Hoàng Mai, Hà Nội","Minh Khai","2,9 Tỷ","35 m²","16/08/2020","30/09/2020","Minh Khai",,,"5","4",,,,"4",,,,
"502583","Nhà riêng","Hoàng Mai, Hà Nội","hoàng mai, hn","2,4 Tỷ","50 m²","16/08/2020","30/09/2020","Minh Khai",,,"5","3",,,,"3",,,,
"502582","Nhà mặt phố","Trung Hòa, Cầu Giấy, Hà Nội","Nguyễn Thị Định, Cầu Giấy, Hà Nội","36 Tỷ","82 m²","16/08/2020","30/09/2020","Nguyễn Thị Định",,,"7",,,,,,,,,
"502581","Nhà mặt phố","Mai Dịch, Cầu Giấy, Hà Nội","Mai Dịch Cầu Giấy Hà Nội","540 Triệu","33 m²","16/08/2020","30/09/2020","Chùa Hà",,,"5","4",,,,"4",,,,
